Download From:
EnergyDirect.com

User Defined Name:,U of A - North Sub
Name on Bill:,UNIVERSITY OF ALABAMA
Doing Business As:,
Address:,131 OLD HACKBERRY LN, NORTH CAMPUS 
Location:,TUSCALOOSA AL 35401
Account Number:,4407169004
Tariff:,LPL-PRI


Interval Data
Demands (kW)
Confidential and Proprietary Information


Date,Time,TOTAL - KW-TOT,Y26223 - KW-CON02,Y26236 - KW-CON01
01/01/2019,12:15 AM,7204,3504,3701
01/01/2019,12:30 AM,7156,3456,3701
01/01/2019,12:45 AM,7172,3456,3715
01/01/2019,01:00 AM,7172,3456,3715
01/01/2019,01:15 AM,7176,3504,3672
01/01/2019,01:30 AM,7144,3456,3686
01/01/2019,01:45 AM,7080,3408,3672
01/01/2019,02:00 AM,7168,3456,3715
01/01/2019,02:15 AM,7088,3456,3629
01/01/2019,02:30 AM,6944,3360,3586
01/01/2019,02:45 AM,6908,3408,3499
01/01/2019,03:00 AM,6936,3408,3528
01/01/2019,03:15 AM,6888,3360,3528
01/01/2019,03:30 AM,6920,3408,3514
01/01/2019,03:45 AM,6948,3360,3586
01/01/2019,04:00 AM,6936,3408,3528
01/01/2019,04:15 AM,6972,3360,3614
01/01/2019,04:30 AM,7008,3408,3600
01/01/2019,04:45 AM,6980,3408,3571
01/01/2019,05:00 AM,6944,3360,3586
01/01/2019,05:15 AM,6968,3408,3557
01/01/2019,05:30 AM,6924,3312,3614
01/01/2019,05:45 AM,6932,3360,3571
01/01/2019,06:00 AM,6988,3360,3629
01/01/2019,06:15 AM,6912,3312,3600
01/01/2019,06:30 AM,6960,3360,3600
01/01/2019,06:45 AM,6916,3360,3557
01/01/2019,07:00 AM,6872,3312,3557
01/01/2019,07:15 AM,6964,3408,3557
01/01/2019,07:30 AM,7016,3504,3514
01/01/2019,07:45 AM,6976,3504,3470
01/01/2019,08:00 AM,6908,3408,3499
01/01/2019,08:15 AM,6912,3456,3456
01/01/2019,08:30 AM,6880,3456,3427
01/01/2019,08:45 AM,6900,3456,3442
01/01/2019,09:00 AM,6944,3504,3442
01/01/2019,09:15 AM,6856,3456,3398
01/01/2019,09:30 AM,6820,3408,3413
01/01/2019,09:45 AM,6808,3408,3398
01/01/2019,10:00 AM,6816,3360,3456
01/01/2019,10:15 AM,6832,3408,3427
01/01/2019,10:30 AM,6864,3408,3456
01/01/2019,10:45 AM,6852,3408,3442
01/01/2019,11:00 AM,6848,3408,3442
01/01/2019,11:15 AM,6852,3408,3442
01/01/2019,11:30 AM,6876,3408,3470
01/01/2019,11:45 AM,6864,3408,3456
01/01/2019,12:00 PM,6816,3360,3456
01/01/2019,12:15 PM,6880,3408,3470
01/01/2019,12:30 PM,6908,3408,3499
01/01/2019,12:45 PM,6936,3408,3528
01/01/2019,01:00 PM,6940,3456,3485
01/01/2019,01:15 PM,6844,3360,3485
01/01/2019,01:30 PM,6892,3408,3485
01/01/2019,01:45 PM,6924,3408,3514
01/01/2019,02:00 PM,6920,3408,3514
01/01/2019,02:15 PM,6908,3408,3499
01/01/2019,02:30 PM,6908,3408,3499
01/01/2019,02:45 PM,6876,3408,3470
01/01/2019,03:00 PM,6864,3408,3456
01/01/2019,03:15 PM,6912,3456,3456
01/01/2019,03:30 PM,7052,3552,3499
01/01/2019,03:45 PM,7024,3552,3470
01/01/2019,04:00 PM,7008,3552,3456
01/01/2019,04:15 PM,6988,3504,3485
01/01/2019,04:30 PM,7032,3504,3528
01/01/2019,04:45 PM,7112,3600,3514
01/01/2019,05:00 PM,7156,3600,3557
01/01/2019,05:15 PM,7128,3600,3528
01/01/2019,05:30 PM,6960,3504,3456
01/01/2019,05:45 PM,6996,3552,3442
01/01/2019,06:00 PM,6932,3504,3427
01/01/2019,06:15 PM,6880,3456,3427
01/01/2019,06:30 PM,6912,3456,3456
01/01/2019,06:45 PM,6852,3408,3442
01/01/2019,07:00 PM,6828,3360,3470
01/01/2019,07:15 PM,6760,3360,3398
01/01/2019,07:30 PM,6740,3312,3427
01/01/2019,07:45 PM,6680,3312,3370
01/01/2019,08:00 PM,6756,3312,3442
01/01/2019,08:15 PM,6660,3264,3398
01/01/2019,08:30 PM,6712,3312,3398
01/01/2019,08:45 PM,6648,3264,3384
01/01/2019,09:00 PM,6564,3168,3398
01/01/2019,09:15 PM,6588,3216,3370
01/01/2019,09:30 PM,6584,3216,3370
01/01/2019,09:45 PM,6508,3168,3341
01/01/2019,10:00 PM,6648,3264,3384
01/01/2019,10:15 PM,6568,3168,3398
01/01/2019,10:30 PM,6616,3216,3398
01/01/2019,10:45 PM,6520,3168,3355
01/01/2019,11:00 PM,6552,3168,3384
01/01/2019,11:15 PM,6464,3120,3341
01/01/2019,11:30 PM,6460,3120,3341
01/01/2019,11:45 PM,6388,3120,3269
01/02/2019,12:00 AM,6404,3120,3283
01/02/2019,12:15 AM,6388,3120,3269
01/02/2019,12:30 AM,6360,3120,3240
01/02/2019,12:45 AM,6328,3072,3254
01/02/2019,01:00 AM,6328,3120,3211
01/02/2019,01:15 AM,6296,3072,3226
01/02/2019,01:30 AM,6284,3072,3211
01/02/2019,01:45 AM,6236,3024,3211
01/02/2019,02:00 AM,6296,3072,3226
01/02/2019,02:15 AM,6284,3072,3211
01/02/2019,02:30 AM,6252,3024,3226
01/02/2019,02:45 AM,6280,3072,3211
01/02/2019,03:00 AM,6300,3072,3226
01/02/2019,03:15 AM,6268,3072,3197
01/02/2019,03:30 AM,6268,3072,3197
01/02/2019,03:45 AM,6284,3072,3211
01/02/2019,04:00 AM,6208,3024,3182
01/02/2019,04:15 AM,6416,3120,3298
01/02/2019,04:30 AM,6404,3120,3283
01/02/2019,04:45 AM,6512,3216,3298
01/02/2019,05:00 AM,6468,3168,3298
01/02/2019,05:15 AM,6448,3168,3283
01/02/2019,05:30 AM,6544,3216,3326
01/02/2019,05:45 AM,6452,3168,3283
01/02/2019,06:00 AM,6500,3216,3283
01/02/2019,06:15 AM,6576,3264,3312
01/02/2019,06:30 AM,6616,3264,3355
01/02/2019,06:45 AM,6612,3312,3298
01/02/2019,07:00 AM,6684,3360,3326
01/02/2019,07:15 AM,6672,3360,3312
01/02/2019,07:30 AM,6672,3360,3312
01/02/2019,07:45 AM,6688,3360,3326
01/02/2019,08:00 AM,6824,3456,3370
01/02/2019,08:15 AM,6840,3456,3384
01/02/2019,08:30 AM,6952,3552,3398
01/02/2019,08:45 AM,7008,3552,3456
01/02/2019,09:00 AM,7040,3600,3442
01/02/2019,09:15 AM,6944,3456,3485
01/02/2019,09:30 AM,7064,3552,3514
01/02/2019,09:45 AM,6960,3504,3456
01/02/2019,10:00 AM,7052,3552,3499
01/02/2019,10:15 AM,7052,3552,3499
01/02/2019,10:30 AM,7056,3600,3456
01/02/2019,10:45 AM,7096,3600,3499
01/02/2019,11:00 AM,7136,3648,3485
01/02/2019,11:15 AM,7104,3648,3456
01/02/2019,11:30 AM,7104,3648,3456
01/02/2019,11:45 AM,7104,3648,3456
01/02/2019,12:00 PM,7024,3600,3427
01/02/2019,12:15 PM,7104,3648,3456
01/02/2019,12:30 PM,7016,3600,3413
01/02/2019,12:45 PM,6876,3552,3326
01/02/2019,01:00 PM,6948,3648,3298
01/02/2019,01:15 PM,7072,3648,3427
01/02/2019,01:30 PM,7076,3648,3427
01/02/2019,01:45 PM,7072,3600,3470
01/02/2019,02:00 PM,7132,3648,3485
01/02/2019,02:15 PM,7136,3696,3442
01/02/2019,02:30 PM,7104,3648,3456
01/02/2019,02:45 PM,7092,3648,3442
01/02/2019,03:00 PM,7028,3600,3427
01/02/2019,03:15 PM,7132,3648,3485
01/02/2019,03:30 PM,7136,3696,3442
01/02/2019,03:45 PM,7096,3696,3398
01/02/2019,04:00 PM,7076,3648,3427
01/02/2019,04:15 PM,7044,3648,3398
01/02/2019,04:30 PM,7152,3696,3456
01/02/2019,04:45 PM,7228,3744,3485
01/02/2019,05:00 PM,7056,3600,3456
01/02/2019,05:15 PM,7056,3600,3456
01/02/2019,05:30 PM,6960,3504,3456
01/02/2019,05:45 PM,6996,3552,3442
01/02/2019,06:00 PM,6900,3504,3398
01/02/2019,06:15 PM,6900,3456,3442
01/02/2019,06:30 PM,6852,3456,3398
01/02/2019,06:45 PM,6840,3456,3384
01/02/2019,07:00 PM,6856,3456,3398
01/02/2019,07:15 PM,6812,3456,3355
01/02/2019,07:30 PM,6840,3456,3384
01/02/2019,07:45 PM,6840,3456,3384
01/02/2019,08:00 PM,6804,3408,3398
01/02/2019,08:15 PM,6764,3408,3355
01/02/2019,08:30 PM,6812,3456,3355
01/02/2019,08:45 PM,6776,3408,3370
01/02/2019,09:00 PM,6736,3408,3326
01/02/2019,09:15 PM,6700,3360,3341
01/02/2019,09:30 PM,6688,3360,3326
01/02/2019,09:45 PM,6668,3312,3355
01/02/2019,10:00 PM,6700,3360,3341
01/02/2019,10:15 PM,6672,3360,3312
01/02/2019,10:30 PM,6624,3312,3312
01/02/2019,10:45 PM,6608,3312,3298
01/02/2019,11:00 PM,6668,3312,3355
01/02/2019,11:15 PM,6576,3264,3312
01/02/2019,11:30 PM,6560,3264,3298
01/02/2019,11:45 PM,6488,3216,3269
01/03/2019,12:00 AM,6456,3216,3240
01/03/2019,12:15 AM,6424,3216,3211
01/03/2019,12:30 AM,6348,3120,3226
01/03/2019,12:45 AM,6380,3168,3211
01/03/2019,01:00 AM,6328,3120,3211
01/03/2019,01:15 AM,6296,3072,3226
01/03/2019,01:30 AM,6380,3168,3211
01/03/2019,01:45 AM,6300,3072,3226
01/03/2019,02:00 AM,6296,3072,3226
01/03/2019,02:15 AM,6344,3120,3226
01/03/2019,02:30 AM,6300,3072,3226
01/03/2019,02:45 AM,6332,3120,3211
01/03/2019,03:00 AM,6316,3120,3197
01/03/2019,03:15 AM,6344,3120,3226
01/03/2019,03:30 AM,6380,3168,3211
01/03/2019,03:45 AM,6344,3120,3226
01/03/2019,04:00 AM,6380,3168,3211
01/03/2019,04:15 AM,6496,3168,3326
01/03/2019,04:30 AM,6528,3216,3312
01/03/2019,04:45 AM,6632,3264,3370
01/03/2019,05:00 AM,6592,3264,3326
01/03/2019,05:15 AM,6588,3264,3326
01/03/2019,05:30 AM,6620,3264,3355
01/03/2019,05:45 AM,6640,3312,3326
01/03/2019,06:00 AM,6620,3264,3355
01/03/2019,06:15 AM,6748,3408,3341
01/03/2019,06:30 AM,6692,3408,3283
01/03/2019,06:45 AM,6676,3408,3269
01/03/2019,07:00 AM,6708,3456,3254
01/03/2019,07:15 AM,6744,3504,3240
01/03/2019,07:30 AM,6788,3504,3283
01/03/2019,07:45 AM,6836,,
01/03/2019,08:00 AM,6840,,
01/03/2019,08:15 AM,6932,,
01/03/2019,08:30 AM,7044,,
01/03/2019,08:45 AM,7140,,
01/03/2019,09:00 AM,7056,,
01/03/2019,09:15 AM,7012,,
01/03/2019,09:30 AM,7028,,
01/03/2019,09:45 AM,7076,,
01/03/2019,10:00 AM,7072,,
01/03/2019,10:15 AM,7104,,
01/03/2019,10:30 AM,7092,,
01/03/2019,10:45 AM,7132,,
01/03/2019,11:00 AM,7136,,
01/03/2019,11:15 AM,7232,,
01/03/2019,11:30 AM,7180,,
01/03/2019,11:45 AM,7076,,
01/03/2019,12:00 PM,7152,,
01/03/2019,12:15 PM,7136,,
01/03/2019,12:30 PM,7120,,
01/03/2019,12:45 PM,7164,,
01/03/2019,01:00 PM,7132,,
01/03/2019,01:15 PM,7272,,
01/03/2019,01:30 PM,7336,,
01/03/2019,01:45 PM,7368,,
01/03/2019,02:00 PM,7396,,
01/03/2019,02:15 PM,7308,,
01/03/2019,02:30 PM,7288,,
01/03/2019,02:45 PM,7336,,
01/03/2019,03:00 PM,7244,,
01/03/2019,03:15 PM,7256,,
01/03/2019,03:30 PM,7308,,
01/03/2019,03:45 PM,7276,,
01/03/2019,04:00 PM,7472,,
01/03/2019,04:15 PM,7412,,
01/03/2019,04:30 PM,7440,,
01/03/2019,04:45 PM,7488,,
01/03/2019,05:00 PM,7468,,
01/03/2019,05:15 PM,7344,,
01/03/2019,05:30 PM,7296,,
01/03/2019,05:45 PM,7344,,
01/03/2019,06:00 PM,7252,,
01/03/2019,06:15 PM,7176,,
01/03/2019,06:30 PM,7240,,
01/03/2019,06:45 PM,7144,,
01/03/2019,07:00 PM,7160,,
01/03/2019,07:15 PM,7176,,
01/03/2019,07:30 PM,7128,,
01/03/2019,07:45 PM,7132,,
01/03/2019,08:00 PM,7100,,
01/03/2019,08:15 PM,7132,,
01/03/2019,08:30 PM,7132,,
01/03/2019,08:45 PM,7008,,
01/03/2019,09:00 PM,7040,,
01/03/2019,09:15 PM,6992,,
01/03/2019,09:30 PM,6992,,
01/03/2019,09:45 PM,6996,,
01/03/2019,10:00 PM,7020,,
01/03/2019,10:15 PM,6960,,
01/03/2019,10:30 PM,6968,,
01/03/2019,10:45 PM,6916,,
01/03/2019,11:00 PM,6916,,
01/03/2019,11:15 PM,6944,,
01/03/2019,11:30 PM,6884,,
01/03/2019,11:45 PM,6736,,
01/04/2019,12:00 AM,6844,,
01/04/2019,12:15 AM,6824,,
01/04/2019,12:30 AM,6828,,
01/04/2019,12:45 AM,6812,,
01/04/2019,01:00 AM,6872,,
01/04/2019,01:15 AM,6856,3456,3398
01/04/2019,01:30 AM,6964,3552,3413
01/04/2019,01:45 AM,7076,3648,3427
01/04/2019,02:00 AM,6948,3552,3398
01/04/2019,02:15 AM,6932,3504,3427
01/04/2019,02:30 AM,6980,3552,3427
01/04/2019,02:45 AM,7008,3552,3456
01/04/2019,03:00 AM,7036,3552,3485
01/04/2019,03:15 AM,7004,3504,3499
01/04/2019,03:30 AM,7116,3648,3470
01/04/2019,03:45 AM,7056,3600,3456
01/04/2019,04:00 AM,7052,3552,3499
01/04/2019,04:15 AM,7276,3648,3629
01/04/2019,04:30 AM,7264,3648,3614
01/04/2019,04:45 AM,7360,3744,3614
01/04/2019,05:00 AM,7324,3696,3629
01/04/2019,05:15 AM,7476,3792,3686
01/04/2019,05:30 AM,7340,3696,3643
01/04/2019,05:45 AM,7500,3840,3658
01/04/2019,06:00 AM,7448,3792,3658
01/04/2019,06:15 AM,7528,3840,3686
01/04/2019,06:30 AM,7572,3888,3686
01/04/2019,06:45 AM,7484,3840,3643
01/04/2019,07:00 AM,7456,3840,3614
01/04/2019,07:15 AM,7332,3792,3542
01/04/2019,07:30 AM,7264,3792,3470
01/04/2019,07:45 AM,7212,3744,3470
01/04/2019,08:00 AM,7120,3648,3470
01/04/2019,08:15 AM,7180,3696,3485
01/04/2019,08:30 AM,7244,3744,3499
01/04/2019,08:45 AM,7152,3696,3456
01/04/2019,09:00 AM,7244,3744,3499
01/04/2019,09:15 AM,7232,3792,3442
01/04/2019,09:30 AM,7200,3744,3456
01/04/2019,09:45 AM,7172,3744,3427
01/04/2019,10:00 AM,7136,3696,3442
01/04/2019,10:15 AM,7104,3648,3456
01/04/2019,10:30 AM,7140,3696,3442
01/04/2019,10:45 AM,7164,3696,3470
01/04/2019,11:00 AM,7140,3696,3442
01/04/2019,11:15 AM,7124,3696,3427
01/04/2019,11:30 AM,7108,3696,3413
01/04/2019,11:45 AM,7108,3696,3413
01/04/2019,12:00 PM,7108,3696,3413
01/04/2019,12:15 PM,7068,3696,3370
01/04/2019,12:30 PM,7240,3744,3499
01/04/2019,12:45 PM,7256,3696,3557
01/04/2019,01:00 PM,7344,3744,3600
01/04/2019,01:15 PM,7264,3696,3571
01/04/2019,01:30 PM,7392,3792,3600
01/04/2019,01:45 PM,7312,3696,3614
01/04/2019,02:00 PM,7340,3696,3643
01/04/2019,02:15 PM,7260,3648,3614
01/04/2019,02:30 PM,7280,3648,3629
01/04/2019,02:45 PM,7352,3696,3658
01/04/2019,03:00 PM,7240,3696,3542
01/04/2019,03:15 PM,7236,3696,3542
01/04/2019,03:30 PM,7188,3600,3586
01/04/2019,03:45 PM,7184,3600,3586
01/04/2019,04:00 PM,7184,3600,3586
01/04/2019,04:15 PM,7216,3600,3614
01/04/2019,04:30 PM,7264,3648,3614
01/04/2019,04:45 PM,7232,3648,3586
01/04/2019,05:00 PM,7264,3648,3614
01/04/2019,05:15 PM,7136,3552,3586
01/04/2019,05:30 PM,7124,3552,3571
01/04/2019,05:45 PM,7060,3504,3557
01/04/2019,06:00 PM,7048,3504,3542
01/04/2019,06:15 PM,7160,3504,3658
01/04/2019,06:30 PM,7112,3456,3658
01/04/2019,06:45 PM,7052,3408,3643
01/04/2019,07:00 PM,6796,3168,3629
01/04/2019,07:15 PM,6688,3072,3614
01/04/2019,07:30 PM,6748,3120,3629
01/04/2019,07:45 PM,6892,3264,3629
01/04/2019,08:00 PM,6992,3360,3629
01/04/2019,08:15 PM,6988,3360,3629
01/04/2019,08:30 PM,7100,3456,3643
01/04/2019,08:45 PM,7324,3696,3629
01/04/2019,09:00 PM,7212,3600,3614
01/04/2019,09:15 PM,7040,3408,3629
01/04/2019,09:30 PM,6928,3360,3571
01/04/2019,09:45 PM,6912,3312,3600
01/04/2019,10:00 PM,6864,3264,3600
01/04/2019,10:15 PM,6900,3312,3586
01/04/2019,10:30 PM,6896,3312,3586
01/04/2019,10:45 PM,6868,3312,3557
01/04/2019,11:00 PM,6836,3264,3571
01/04/2019,11:15 PM,6852,3264,3586
01/04/2019,11:30 PM,6708,3168,3542
01/04/2019,11:45 PM,6716,3216,3499
01/05/2019,12:00 AM,6652,3168,3485
01/05/2019,12:15 AM,6652,3168,3485
01/05/2019,12:30 AM,6656,3168,3485
01/05/2019,12:45 AM,6652,3168,3485
01/05/2019,01:00 AM,6604,3120,3485
01/05/2019,01:15 AM,6576,3120,3456
01/05/2019,01:30 AM,6620,3120,3499
01/05/2019,01:45 AM,6604,3120,3485
01/05/2019,02:00 AM,6528,3072,3456
01/05/2019,02:15 AM,6604,3120,3485
01/05/2019,02:30 AM,6592,3120,3470
01/05/2019,02:45 AM,6560,3120,3442
01/05/2019,03:00 AM,6604,3120,3485
01/05/2019,03:15 AM,6528,3072,3456
01/05/2019,03:30 AM,6480,3024,3456
01/05/2019,03:45 AM,6544,3072,3470
01/05/2019,04:00 AM,6556,3072,3485
01/05/2019,04:15 AM,6660,3072,3586
01/05/2019,04:30 AM,6656,3072,3586
01/05/2019,04:45 AM,6472,2928,3542
01/05/2019,05:00 AM,6340,2784,3557
01/05/2019,05:15 AM,6344,2832,3514
01/05/2019,05:30 AM,6316,2832,3485
01/05/2019,05:45 AM,6368,2880,3485
01/05/2019,06:00 AM,6364,2880,3485
01/05/2019,06:15 AM,6396,2928,3470
01/05/2019,06:30 AM,6448,2976,3470
01/05/2019,06:45 AM,6496,3024,3470
01/05/2019,07:00 AM,6444,2976,3470
01/05/2019,07:15 AM,6372,2928,3442
01/05/2019,07:30 AM,6352,2928,3427
01/05/2019,07:45 AM,6312,2928,3384
01/05/2019,08:00 AM,6392,2976,3413
01/05/2019,08:15 AM,6312,2928,3384
01/05/2019,08:30 AM,6420,3024,3398
01/05/2019,08:45 AM,6524,3168,3355
01/05/2019,09:00 AM,6508,3168,3341
01/05/2019,09:15 AM,6700,3360,3341
01/05/2019,09:30 AM,6684,3312,3370
01/05/2019,09:45 AM,6716,3360,3355
01/05/2019,10:00 AM,6676,3264,3413
01/05/2019,10:15 AM,6740,3312,3427
01/05/2019,10:30 AM,6680,3312,3370
01/05/2019,10:45 AM,6812,3456,3355
01/05/2019,11:00 AM,6792,3408,3384
01/05/2019,11:15 AM,6584,3360,3226
01/05/2019,11:30 AM,6572,3360,3211
01/05/2019,11:45 AM,6692,3408,3283
01/05/2019,12:00 PM,6636,3312,3326
01/05/2019,12:15 PM,6680,3408,3269
01/05/2019,12:30 PM,6752,3456,3298
01/05/2019,12:45 PM,6768,3456,3312
01/05/2019,01:00 PM,6832,3504,3326
01/05/2019,01:15 PM,6780,3456,3326
01/05/2019,01:30 PM,6960,3648,3312
01/05/2019,01:45 PM,6984,3600,3384
01/05/2019,02:00 PM,6916,3504,3413
01/05/2019,02:15 PM,7004,3504,3499
01/05/2019,02:30 PM,7008,3552,3456
01/05/2019,02:45 PM,6996,3552,3442
01/05/2019,03:00 PM,6944,3504,3442
01/05/2019,03:15 PM,7036,3552,3485
01/05/2019,03:30 PM,6960,3504,3456
01/05/2019,03:45 PM,7044,3600,3442
01/05/2019,04:00 PM,7020,3552,3470
01/05/2019,04:15 PM,6996,3552,3442
01/05/2019,04:30 PM,7020,3552,3470
01/05/2019,04:45 PM,7052,3552,3499
01/05/2019,05:00 PM,7080,3552,3528
01/05/2019,05:15 PM,7064,3552,3514
01/05/2019,05:30 PM,7024,3552,3470
01/05/2019,05:45 PM,7032,3504,3528
01/05/2019,06:00 PM,6988,3504,3485
01/05/2019,06:15 PM,6864,3408,3456
01/05/2019,06:30 PM,6860,3360,3499
01/05/2019,06:45 PM,6880,3408,3470
01/05/2019,07:00 PM,6724,3312,3413
01/05/2019,07:15 PM,6676,3264,3413
01/05/2019,07:30 PM,6704,3264,3442
01/05/2019,07:45 PM,6672,3216,3456
01/05/2019,08:00 PM,6760,3216,3542
01/05/2019,08:15 PM,6696,3168,3528
01/05/2019,08:30 PM,6768,3168,3600
01/05/2019,08:45 PM,6796,3168,3629
01/05/2019,09:00 PM,6784,3168,3614
01/05/2019,09:15 PM,6444,2832,3614
01/05/2019,09:30 PM,6324,2736,3586
01/05/2019,09:45 PM,6540,2928,3614
01/05/2019,10:00 PM,6688,3072,3614
01/05/2019,10:15 PM,6688,3072,3614
01/05/2019,10:30 PM,6672,3072,3600
01/05/2019,10:45 PM,6576,2976,3600
01/05/2019,11:00 PM,6512,2928,3586
01/05/2019,11:15 PM,6512,2928,3586
01/05/2019,11:30 PM,6456,2928,3528
01/05/2019,11:45 PM,6324,2880,3442
01/06/2019,12:00 AM,6288,2832,3456
01/06/2019,12:15 AM,6308,2880,3427
01/06/2019,12:30 AM,6320,2880,3442
01/06/2019,12:45 AM,6244,2832,3413
01/06/2019,01:00 AM,6228,2784,3442
01/06/2019,01:15 AM,6100,,
01/06/2019,01:30 AM,6180,,
01/06/2019,01:45 AM,6160,,
01/06/2019,02:00 AM,6116,,
01/06/2019,02:15 AM,6240,,
01/06/2019,02:30 AM,6148,,
01/06/2019,02:45 AM,6228,,
01/06/2019,03:00 AM,6168,,
01/06/2019,03:15 AM,6148,,
01/06/2019,03:30 AM,6184,,
01/06/2019,03:45 AM,5736,,
01/06/2019,04:00 AM,5496,,
01/06/2019,04:15 AM,5648,,
01/06/2019,04:30 AM,5636,,
01/06/2019,04:45 AM,5636,,
01/06/2019,05:00 AM,5604,,
01/06/2019,05:15 AM,5668,,
01/06/2019,05:30 AM,5640,,
01/06/2019,05:45 AM,5624,,
01/06/2019,06:00 AM,5700,,
01/06/2019,06:15 AM,5704,,
01/06/2019,06:30 AM,5764,,
01/06/2019,06:45 AM,5736,,
01/06/2019,07:00 AM,5716,,
01/06/2019,07:15 AM,5704,,
01/06/2019,07:30 AM,5580,,
01/06/2019,07:45 AM,5556,,
01/06/2019,08:00 AM,5524,,
01/06/2019,08:15 AM,5512,,
01/06/2019,08:30 AM,5528,,
01/06/2019,08:45 AM,5960,,
01/06/2019,09:00 AM,6504,,
01/06/2019,09:15 AM,6776,,
01/06/2019,09:30 AM,7536,,
01/06/2019,09:45 AM,7420,,
01/06/2019,10:00 AM,7348,,
01/06/2019,10:15 AM,7444,,
01/06/2019,10:30 AM,7000,,
01/06/2019,10:45 AM,6744,,
01/06/2019,11:00 AM,6772,,
01/06/2019,11:15 AM,6884,,
01/06/2019,11:30 AM,6840,,
01/06/2019,11:45 AM,7092,,
01/06/2019,12:00 PM,6968,,
01/06/2019,12:15 PM,6976,,
01/06/2019,12:30 PM,7064,,
01/06/2019,12:45 PM,7008,,
01/06/2019,01:00 PM,7084,,
01/06/2019,01:15 PM,7188,,
01/06/2019,01:30 PM,7308,,
01/06/2019,01:45 PM,7424,,
01/06/2019,02:00 PM,7460,,
01/06/2019,02:15 PM,7364,,
01/06/2019,02:30 PM,7440,,
01/06/2019,02:45 PM,7248,,
01/06/2019,03:00 PM,7300,,
01/06/2019,03:15 PM,7288,,
01/06/2019,03:30 PM,7320,,
01/06/2019,03:45 PM,7300,,
01/06/2019,04:00 PM,7412,,
01/06/2019,04:15 PM,7396,,
01/06/2019,04:30 PM,7404,,
01/06/2019,04:45 PM,7340,,
01/06/2019,05:00 PM,7404,,
01/06/2019,05:15 PM,7400,,
01/06/2019,05:30 PM,7368,,
01/06/2019,05:45 PM,7396,,
01/06/2019,06:00 PM,7276,,
01/06/2019,06:15 PM,7308,,
01/06/2019,06:30 PM,7304,,
01/06/2019,06:45 PM,7224,,
01/06/2019,07:00 PM,7176,,
01/06/2019,07:15 PM,7100,,
01/06/2019,07:30 PM,7100,,
01/06/2019,07:45 PM,7028,,
01/06/2019,08:00 PM,6960,,
01/06/2019,08:15 PM,6964,,
01/06/2019,08:30 PM,6852,,
01/06/2019,08:45 PM,6960,,
01/06/2019,09:00 PM,7080,,
01/06/2019,09:15 PM,7028,,
01/06/2019,09:30 PM,6964,,
01/06/2019,09:45 PM,6996,,
01/06/2019,10:00 PM,6944,,
01/06/2019,10:15 PM,6988,,
01/06/2019,10:30 PM,6896,,
01/06/2019,10:45 PM,6588,,
01/06/2019,11:00 PM,6592,,
01/06/2019,11:15 PM,6652,,
01/06/2019,11:30 PM,6816,,
01/06/2019,11:45 PM,6856,,
01/07/2019,12:00 AM,6792,,
01/07/2019,12:15 AM,6796,,
01/07/2019,12:30 AM,6768,,
01/07/2019,12:45 AM,6656,,
01/07/2019,01:00 AM,6676,,
01/07/2019,01:15 AM,6644,2928,3715
01/07/2019,01:30 AM,6564,2880,3686
01/07/2019,01:45 AM,6584,2880,3701
01/07/2019,02:00 AM,6552,2880,3672
01/07/2019,02:15 AM,6552,2880,3672
01/07/2019,02:30 AM,6508,2880,3629
01/07/2019,02:45 AM,6508,2880,3629
01/07/2019,03:00 AM,6508,2880,3629
01/07/2019,03:15 AM,6476,2832,3643
01/07/2019,03:30 AM,6508,2880,3629
01/07/2019,03:45 AM,6452,2880,3571
01/07/2019,04:00 AM,6512,2928,3586
01/07/2019,04:15 AM,6616,2928,3686
01/07/2019,04:30 AM,6504,2832,3672
01/07/2019,04:45 AM,6584,2928,3658
01/07/2019,05:00 AM,6540,2880,3658
01/07/2019,05:15 AM,6668,3024,3643
01/07/2019,05:30 AM,6612,2928,3686
01/07/2019,05:45 AM,6540,2880,3658
01/07/2019,06:00 AM,6504,2832,3672
01/07/2019,06:15 AM,6640,2928,3715
01/07/2019,06:30 AM,6708,2976,3730
01/07/2019,06:45 AM,6628,2928,3701
01/07/2019,07:00 AM,6692,2976,3715
01/07/2019,07:15 AM,6772,3072,3701
01/07/2019,07:30 AM,6884,3168,3715
01/07/2019,07:45 AM,6964,3264,3701
01/07/2019,08:00 AM,7180,3408,3773
01/07/2019,08:15 AM,7196,3408,3787
01/07/2019,08:30 AM,7196,3408,3787
01/07/2019,08:45 AM,7400,3600,3802
01/07/2019,09:00 AM,7268,3552,3715
01/07/2019,09:15 AM,7464,3792,3672
01/07/2019,09:30 AM,7516,3888,3629
01/07/2019,09:45 AM,7680,3936,3744
01/07/2019,10:00 AM,7584,3840,3744
01/07/2019,10:15 AM,7584,3840,3744
01/07/2019,10:30 AM,7628,3840,3787
01/07/2019,10:45 AM,7784,3984,3802
01/07/2019,11:00 AM,7920,4032,3888
01/07/2019,11:15 AM,7872,3984,3888
01/07/2019,11:30 AM,7912,3936,3974
01/07/2019,11:45 AM,7940,3936,4003
01/07/2019,12:00 PM,8048,4032,4018
01/07/2019,12:15 PM,8128,4080,4046
01/07/2019,12:30 PM,8012,3936,4075
01/07/2019,12:45 PM,8292,4176,4118
01/07/2019,01:00 PM,8488,4368,4118
