utc_timestamp,cet_cest_timestamp,DE_solar_generation_actual,DE_wind_generation_actual
2012-03-31T15:00:00Z,2012-03-31T17:00:00+0200,3372,15983
2012-03-31T16:00:00Z,2012-03-31T18:00:00+0200,1509,13831
2012-03-31T17:00:00Z,2012-03-31T19:00:00+0200,271,10938
2012-03-31T18:00:00Z,2012-03-31T20:00:00+0200,3,8396
2012-03-31T19:00:00Z,2012-03-31T21:00:00+0200,0,6858
2012-03-31T20:00:00Z,2012-03-31T22:00:00+0200,0,6153
2012-03-31T21:00:00Z,2012-03-31T23:00:00+0200,0,5688
2012-03-31T22:00:00Z,2012-04-01T00:00:00+0200,0,5270
2012-03-31T23:00:00Z,2012-04-01T01:00:00+0200,0,5073
2012-04-01T00:00:00Z,2012-04-01T02:00:00+0200,0,4823
2012-04-01T01:00:00Z,2012-04-01T03:00:00+0200,0,5141
2012-04-01T02:00:00Z,2012-04-01T04:00:00+0200,0,5268
2012-04-01T03:00:00Z,2012-04-01T05:00:00+0200,0,5063
2012-04-01T04:00:00Z,2012-04-01T06:00:00+0200,6,4887
2012-04-01T05:00:00Z,2012-04-01T07:00:00+0200,829,4617
2012-04-01T06:00:00Z,2012-04-01T08:00:00+0200,4220,3714
2012-04-01T07:00:00Z,2012-04-01T09:00:00+0200,8948,3707
2012-04-01T08:00:00Z,2012-04-01T10:00:00+0200,12814,5272
2012-04-01T09:00:00Z,2012-04-01T11:00:00+0200,14848,7505
2012-04-01T10:00:00Z,2012-04-01T12:00:00+0200,16197,9083
2012-04-01T11:00:00Z,2012-04-01T13:00:00+0200,16529,10589
2012-04-01T12:00:00Z,2012-04-01T14:00:00+0200,15766,11740
2012-04-01T13:00:00Z,2012-04-01T15:00:00+0200,13523,12934
2012-04-01T14:00:00Z,2012-04-01T16:00:00+0200,10405,14480
2012-04-01T15:00:00Z,2012-04-01T17:00:00+0200,6547,15329
2012-04-01T16:00:00Z,2012-04-01T18:00:00+0200,2817,15292
2012-04-01T17:00:00Z,2012-04-01T19:00:00+0200,425,14961
2012-04-01T18:00:00Z,2012-04-01T20:00:00+0200,3,15184
2012-04-01T19:00:00Z,2012-04-01T21:00:00+0200,0,15751
2012-04-01T20:00:00Z,2012-04-01T22:00:00+0200,0,16401
2012-04-01T21:00:00Z,2012-04-01T23:00:00+0200,0,16260
2012-04-01T22:00:00Z,2012-04-02T00:00:00+0200,0,15824
2012-04-01T23:00:00Z,2012-04-02T01:00:00+0200,0,15250
2012-04-02T00:00:00Z,2012-04-02T02:00:00+0200,0,14870
2012-04-02T01:00:00Z,2012-04-02T03:00:00+0200,0,13996
2012-04-02T02:00:00Z,2012-04-02T04:00:00+0200,0,12936
2012-04-02T03:00:00Z,2012-04-02T05:00:00+0200,0,11655
2012-04-02T04:00:00Z,2012-04-02T06:00:00+0200,5,9921
2012-04-02T05:00:00Z,2012-04-02T07:00:00+0200,649,8283
2012-04-02T06:00:00Z,2012-04-02T08:00:00+0200,3287,7862
2012-04-02T07:00:00Z,2012-04-02T09:00:00+0200,6807,7981
2012-04-02T08:00:00Z,2012-04-02T10:00:00+0200,9868,8042
2012-04-02T09:00:00Z,2012-04-02T11:00:00+0200,11881,7477
2012-04-02T10:00:00Z,2012-04-02T12:00:00+0200,12912,6988
2012-04-02T11:00:00Z,2012-04-02T13:00:00+0200,13074,6802
2012-04-02T12:00:00Z,2012-04-02T14:00:00+0200,12681,6306
2012-04-02T13:00:00Z,2012-04-02T15:00:00+0200,11028,5631
2012-04-02T14:00:00Z,2012-04-02T16:00:00+0200,8556,4822
2012-04-02T15:00:00Z,2012-04-02T17:00:00+0200,5391,3438
2012-04-02T16:00:00Z,2012-04-02T18:00:00+0200,2305,2241
2012-04-02T17:00:00Z,2012-04-02T19:00:00+0200,402,1340
2012-04-02T18:00:00Z,2012-04-02T20:00:00+0200,5,948
2012-04-02T19:00:00Z,2012-04-02T21:00:00+0200,0,875
2012-04-02T20:00:00Z,2012-04-02T22:00:00+0200,0,946
2012-04-02T21:00:00Z,2012-04-02T23:00:00+0200,0,1094
2012-04-02T22:00:00Z,2012-04-03T00:00:00+0200,0,1039
2012-04-02T23:00:00Z,2012-04-03T01:00:00+0200,0,971
2012-04-03T00:00:00Z,2012-04-03T02:00:00+0200,0,899
2012-04-03T01:00:00Z,2012-04-03T03:00:00+0200,0,894
2012-04-03T02:00:00Z,2012-04-03T04:00:00+0200,0,985
2012-04-03T03:00:00Z,2012-04-03T05:00:00+0200,0,1014
2012-04-03T04:00:00Z,2012-04-03T06:00:00+0200,8,946
2012-04-03T05:00:00Z,2012-04-03T07:00:00+0200,609,1142
2012-04-03T06:00:00Z,2012-04-03T08:00:00+0200,2992,1207
2012-04-03T07:00:00Z,2012-04-03T09:00:00+0200,6476,1288
2012-04-03T08:00:00Z,2012-04-03T10:00:00+0200,9878,1275
2012-04-03T09:00:00Z,2012-04-03T11:00:00+0200,12766,1399
2012-04-03T10:00:00Z,2012-04-03T12:00:00+0200,14358,1430
2012-04-03T11:00:00Z,2012-04-03T13:00:00+0200,14253,1489
2012-04-03T12:00:00Z,2012-04-03T14:00:00+0200,12686,1702
2012-04-03T13:00:00Z,2012-04-03T15:00:00+0200,10392,1929
2012-04-03T14:00:00Z,2012-04-03T16:00:00+0200,7462,2174
2012-04-03T15:00:00Z,2012-04-03T17:00:00+0200,4564,2515
2012-04-03T16:00:00Z,2012-04-03T18:00:00+0200,2022,2880
2012-04-03T17:00:00Z,2012-04-03T19:00:00+0200,342,3335
2012-04-03T18:00:00Z,2012-04-03T20:00:00+0200,6,4158
2012-04-03T19:00:00Z,2012-04-03T21:00:00+0200,0,4688
2012-04-03T20:00:00Z,2012-04-03T22:00:00+0200,0,4840
2012-04-03T21:00:00Z,2012-04-03T23:00:00+0200,0,4945
2012-04-03T22:00:00Z,2012-04-04T00:00:00+0200,0,5626
2012-04-03T23:00:00Z,2012-04-04T01:00:00+0200,0,5750
2012-04-04T00:00:00Z,2012-04-04T02:00:00+0200,0,5870
2012-04-04T01:00:00Z,2012-04-04T03:00:00+0200,0,5757
2012-04-04T02:00:00Z,2012-04-04T04:00:00+0200,0,6003
2012-04-04T03:00:00Z,2012-04-04T05:00:00+0200,0,5993
2012-04-04T04:00:00Z,2012-04-04T06:00:00+0200,4,5747
2012-04-04T05:00:00Z,2012-04-04T07:00:00+0200,502,6052
2012-04-04T06:00:00Z,2012-04-04T08:00:00+0200,2215,6121
2012-04-04T07:00:00Z,2012-04-04T09:00:00+0200,4492,5756
2012-04-04T08:00:00Z,2012-04-04T10:00:00+0200,6343,5810
2012-04-04T09:00:00Z,2012-04-04T11:00:00+0200,8070,5570
2012-04-04T10:00:00Z,2012-04-04T12:00:00+0200,8833,5169
2012-04-04T11:00:00Z,2012-04-04T13:00:00+0200,8462,5006
2012-04-04T12:00:00Z,2012-04-04T14:00:00+0200,7897,4698
2012-04-04T13:00:00Z,2012-04-04T15:00:00+0200,6390,4575
2012-04-04T14:00:00Z,2012-04-04T16:00:00+0200,4634,4790
2012-04-04T15:00:00Z,2012-04-04T17:00:00+0200,2816,4705
2012-04-04T16:00:00Z,2012-04-04T18:00:00+0200,1282,4482
2012-04-04T17:00:00Z,2012-04-04T19:00:00+0200,250,3982
2012-04-04T18:00:00Z,2012-04-04T20:00:00+0200,4,3548
2012-04-04T19:00:00Z,2012-04-04T21:00:00+0200,0,3195
2012-04-04T20:00:00Z,2012-04-04T22:00:00+0200,0,2964
2012-04-04T21:00:00Z,2012-04-04T23:00:00+0200,0,2560
2012-04-04T22:00:00Z,2012-04-05T00:00:00+0200,0,2692
2012-04-04T23:00:00Z,2012-04-05T01:00:00+0200,0,2672
2012-04-05T00:00:00Z,2012-04-05T02:00:00+0200,0,2637
2012-04-05T01:00:00Z,2012-04-05T03:00:00+0200,0,2531
2012-04-05T02:00:00Z,2012-04-05T04:00:00+0200,0,2506
2012-04-05T03:00:00Z,2012-04-05T05:00:00+0200,0,2518
2012-04-05T04:00:00Z,2012-04-05T06:00:00+0200,7,2519
2012-04-05T05:00:00Z,2012-04-05T07:00:00+0200,330,2535
2012-04-05T06:00:00Z,2012-04-05T08:00:00+0200,1366,2465
2012-04-05T07:00:00Z,2012-04-05T09:00:00+0200,2694,2589
2012-04-05T08:00:00Z,2012-04-05T10:00:00+0200,3935,2560
2012-04-05T09:00:00Z,2012-04-05T11:00:00+0200,4862,2621
2012-04-05T10:00:00Z,2012-04-05T12:00:00+0200,5503,2358
2012-04-05T11:00:00Z,2012-04-05T13:00:00+0200,5769,2003
2012-04-05T12:00:00Z,2012-04-05T14:00:00+0200,5381,1856
2012-04-05T13:00:00Z,2012-04-05T15:00:00+0200,4670,1800
2012-04-05T14:00:00Z,2012-04-05T16:00:00+0200,3606,1791
2012-04-05T15:00:00Z,2012-04-05T17:00:00+0200,2289,1773
2012-04-05T16:00:00Z,2012-04-05T18:00:00+0200,1041,1704
2012-04-05T17:00:00Z,2012-04-05T19:00:00+0200,224,1624
2012-04-05T18:00:00Z,2012-04-05T20:00:00+0200,4,1434
2012-04-05T19:00:00Z,2012-04-05T21:00:00+0200,0,1340
2012-04-05T20:00:00Z,2012-04-05T22:00:00+0200,0,1125
2012-04-05T21:00:00Z,2012-04-05T23:00:00+0200,0,953
2012-04-05T22:00:00Z,2012-04-06T00:00:00+0200,0,848
2012-04-05T23:00:00Z,2012-04-06T01:00:00+0200,0,631
2012-04-06T00:00:00Z,2012-04-06T02:00:00+0200,0,476
2012-04-06T01:00:00Z,2012-04-06T03:00:00+0200,0,428
2012-04-06T02:00:00Z,2012-04-06T04:00:00+0200,0,440
2012-04-06T03:00:00Z,2012-04-06T05:00:00+0200,0,453
2012-04-06T04:00:00Z,2012-04-06T06:00:00+0200,17,478
2012-04-06T05:00:00Z,2012-04-06T07:00:00+0200,290,554
2012-04-06T06:00:00Z,2012-04-06T08:00:00+0200,1234,666
2012-04-06T07:00:00Z,2012-04-06T09:00:00+0200,2580,783
2012-04-06T08:00:00Z,2012-04-06T10:00:00+0200,3977,1233
2012-04-06T09:00:00Z,2012-04-06T11:00:00+0200,5208,1629
2012-04-06T10:00:00Z,2012-04-06T12:00:00+0200,6292,1955
2012-04-06T11:00:00Z,2012-04-06T13:00:00+0200,6712,2396
2012-04-06T12:00:00Z,2012-04-06T14:00:00+0200,6815,3185
2012-04-06T13:00:00Z,2012-04-06T15:00:00+0200,6231,3957
2012-04-06T14:00:00Z,2012-04-06T16:00:00+0200,5166,4487
2012-04-06T15:00:00Z,2012-04-06T17:00:00+0200,3687,4900
2012-04-06T16:00:00Z,2012-04-06T18:00:00+0200,1788,5065
2012-04-06T17:00:00Z,2012-04-06T19:00:00+0200,359,4964
2012-04-06T18:00:00Z,2012-04-06T20:00:00+0200,6,5248
2012-04-06T19:00:00Z,2012-04-06T21:00:00+0200,0,5760
2012-04-06T20:00:00Z,2012-04-06T22:00:00+0200,0,6223
2012-04-06T21:00:00Z,2012-04-06T23:00:00+0200,0,6540
2012-04-06T22:00:00Z,2012-04-07T00:00:00+0200,0,6964
2012-04-06T23:00:00Z,2012-04-07T01:00:00+0200,0,7196
2012-04-07T00:00:00Z,2012-04-07T02:00:00+0200,0,7492
2012-04-07T01:00:00Z,2012-04-07T03:00:00+0200,0,7465
2012-04-07T02:00:00Z,2012-04-07T04:00:00+0200,0,7753
2012-04-07T03:00:00Z,2012-04-07T05:00:00+0200,0,7936
2012-04-07T04:00:00Z,2012-04-07T06:00:00+0200,16,7985
2012-04-07T05:00:00Z,2012-04-07T07:00:00+0200,351,8107
2012-04-07T06:00:00Z,2012-04-07T08:00:00+0200,1630,8304
2012-04-07T07:00:00Z,2012-04-07T09:00:00+0200,3364,9375
2012-04-07T08:00:00Z,2012-04-07T10:00:00+0200,4952,10628
2012-04-07T09:00:00Z,2012-04-07T11:00:00+0200,5898,11164
2012-04-07T10:00:00Z,2012-04-07T12:00:00+0200,6819,11525
2012-04-07T11:00:00Z,2012-04-07T13:00:00+0200,7490,12194
2012-04-07T12:00:00Z,2012-04-07T14:00:00+0200,7690,11938
2012-04-07T13:00:00Z,2012-04-07T15:00:00+0200,7151,11676
2012-04-07T14:00:00Z,2012-04-07T16:00:00+0200,5750,10731
2012-04-07T15:00:00Z,2012-04-07T17:00:00+0200,3742,9448
2012-04-07T16:00:00Z,2012-04-07T18:00:00+0200,1704,8224
2012-04-07T17:00:00Z,2012-04-07T19:00:00+0200,353,6288
2012-04-07T18:00:00Z,2012-04-07T20:00:00+0200,7,5009
2012-04-07T19:00:00Z,2012-04-07T21:00:00+0200,0,4211
2012-04-07T20:00:00Z,2012-04-07T22:00:00+0200,0,3483
2012-04-07T21:00:00Z,2012-04-07T23:00:00+0200,0,2722
2012-04-07T22:00:00Z,2012-04-08T00:00:00+0200,0,2854
2012-04-07T23:00:00Z,2012-04-08T01:00:00+0200,0,2794
2012-04-08T00:00:00Z,2012-04-08T02:00:00+0200,0,2744
2012-04-08T01:00:00Z,2012-04-08T03:00:00+0200,0,2597
2012-04-08T02:00:00Z,2012-04-08T04:00:00+0200,0,2308
2012-04-08T03:00:00Z,2012-04-08T05:00:00+0200,0,2190
2012-04-08T04:00:00Z,2012-04-08T06:00:00+0200,27,1968
2012-04-08T05:00:00Z,2012-04-08T07:00:00+0200,834,1779
2012-04-08T06:00:00Z,2012-04-08T08:00:00+0200,3673,1219
2012-04-08T07:00:00Z,2012-04-08T09:00:00+0200,7872,1258
2012-04-08T08:00:00Z,2012-04-08T10:00:00+0200,10713,1748
2012-04-08T09:00:00Z,2012-04-08T11:00:00+0200,10671,1720
2012-04-08T10:00:00Z,2012-04-08T12:00:00+0200,10251,1465
2012-04-08T11:00:00Z,2012-04-08T13:00:00+0200,10784,1192
2012-04-08T12:00:00Z,2012-04-08T14:00:00+0200,10802,1121
2012-04-08T13:00:00Z,2012-04-08T15:00:00+0200,10151,1285
2012-04-08T14:00:00Z,2012-04-08T16:00:00+0200,8308,1508
2012-04-08T15:00:00Z,2012-04-08T17:00:00+0200,5817,1596
2012-04-08T16:00:00Z,2012-04-08T18:00:00+0200,2862,1438
2012-04-08T17:00:00Z,2012-04-08T19:00:00+0200,605,1209
2012-04-08T18:00:00Z,2012-04-08T20:00:00+0200,9,1577
2012-04-08T19:00:00Z,2012-04-08T21:00:00+0200,0,2726
2012-04-08T20:00:00Z,2012-04-08T22:00:00+0200,0,4321
2012-04-08T21:00:00Z,2012-04-08T23:00:00+0200,0,5478
2012-04-08T22:00:00Z,2012-04-09T00:00:00+0200,0,6977
2012-04-08T23:00:00Z,2012-04-09T01:00:00+0200,0,8120
2012-04-09T00:00:00Z,2012-04-09T02:00:00+0200,0,8666
2012-04-09T01:00:00Z,2012-04-09T03:00:00+0200,0,8853
2012-04-09T02:00:00Z,2012-04-09T04:00:00+0200,0,8796
2012-04-09T03:00:00Z,2012-04-09T05:00:00+0200,0,8546
2012-04-09T04:00:00Z,2012-04-09T06:00:00+0200,56,8484
2012-04-09T05:00:00Z,2012-04-09T07:00:00+0200,838,8340
2012-04-09T06:00:00Z,2012-04-09T08:00:00+0200,2612,7648
2012-04-09T07:00:00Z,2012-04-09T09:00:00+0200,4762,7098
2012-04-09T08:00:00Z,2012-04-09T10:00:00+0200,6551,7364
2012-04-09T09:00:00Z,2012-04-09T11:00:00+0200,7670,8384
2012-04-09T10:00:00Z,2012-04-09T12:00:00+0200,8127,9179
2012-04-09T11:00:00Z,2012-04-09T13:00:00+0200,7741,9316
2012-04-09T12:00:00Z,2012-04-09T14:00:00+0200,6481,9267
2012-04-09T13:00:00Z,2012-04-09T15:00:00+0200,5064,8850
2012-04-09T14:00:00Z,2012-04-09T16:00:00+0200,3692,8558
2012-04-09T15:00:00Z,2012-04-09T17:00:00+0200,2316,8108
2012-04-09T16:00:00Z,2012-04-09T18:00:00+0200,1089,7976
2012-04-09T17:00:00Z,2012-04-09T19:00:00+0200,222,8246
2012-04-09T18:00:00Z,2012-04-09T20:00:00+0200,4,8575
2012-04-09T19:00:00Z,2012-04-09T21:00:00+0200,0,8786
2012-04-09T20:00:00Z,2012-04-09T22:00:00+0200,0,9382
2012-04-09T21:00:00Z,2012-04-09T23:00:00+0200,0,9916
2012-04-09T22:00:00Z,2012-04-10T00:00:00+0200,0,9902
2012-04-09T23:00:00Z,2012-04-10T01:00:00+0200,0,10514
2012-04-10T00:00:00Z,2012-04-10T02:00:00+0200,0,10998
2012-04-10T01:00:00Z,2012-04-10T03:00:00+0200,0,11280
2012-04-10T02:00:00Z,2012-04-10T04:00:00+0200,0,11544
2012-04-10T03:00:00Z,2012-04-10T05:00:00+0200,0,11670
2012-04-10T04:00:00Z,2012-04-10T06:00:00+0200,28,12122
2012-04-10T05:00:00Z,2012-04-10T07:00:00+0200,636,12806
2012-04-10T06:00:00Z,2012-04-10T08:00:00+0200,2480,12434
2012-04-10T07:00:00Z,2012-04-10T09:00:00+0200,5123,11530
2012-04-10T08:00:00Z,2012-04-10T10:00:00+0200,8112,11046
2012-04-10T09:00:00Z,2012-04-10T11:00:00+0200,10900,11162
2012-04-10T10:00:00Z,2012-04-10T12:00:00+0200,12968,11217
2012-04-10T11:00:00Z,2012-04-10T13:00:00+0200,13431,10342
2012-04-10T12:00:00Z,2012-04-10T14:00:00+0200,11713,8912
2012-04-10T13:00:00Z,2012-04-10T15:00:00+0200,9608,7577
2012-04-10T14:00:00Z,2012-04-10T16:00:00+0200,7016,6557
2012-04-10T15:00:00Z,2012-04-10T17:00:00+0200,3880,5198
2012-04-10T16:00:00Z,2012-04-10T18:00:00+0200,1594,3810
2012-04-10T17:00:00Z,2012-04-10T19:00:00+0200,344,2905
2012-04-10T18:00:00Z,2012-04-10T20:00:00+0200,8,2997
2012-04-10T19:00:00Z,2012-04-10T21:00:00+0200,0,3651
2012-04-10T20:00:00Z,2012-04-10T22:00:00+0200,0,4132
2012-04-10T21:00:00Z,2012-04-10T23:00:00+0200,0,4760
2012-04-10T22:00:00Z,2012-04-11T00:00:00+0200,0,5140
2012-04-10T23:00:00Z,2012-04-11T01:00:00+0200,0,4863
2012-04-11T00:00:00Z,2012-04-11T02:00:00+0200,0,4431
2012-04-11T01:00:00Z,2012-04-11T03:00:00+0200,0,3526
2012-04-11T02:00:00Z,2012-04-11T04:00:00+0200,0,3174
2012-04-11T03:00:00Z,2012-04-11T05:00:00+0200,0,2979
2012-04-11T04:00:00Z,2012-04-11T06:00:00+0200,48,3348
2012-04-11T05:00:00Z,2012-04-11T07:00:00+0200,609,3272
2012-04-11T06:00:00Z,2012-04-11T08:00:00+0200,1919,2667
2012-04-11T07:00:00Z,2012-04-11T09:00:00+0200,3622,2236
2012-04-11T08:00:00Z,2012-04-11T10:00:00+0200,5406,2416
2012-04-11T09:00:00Z,2012-04-11T11:00:00+0200,6552,2748
2012-04-11T10:00:00Z,2012-04-11T12:00:00+0200,6982,2403
2012-04-11T11:00:00Z,2012-04-11T13:00:00+0200,6880,2124
2012-04-11T12:00:00Z,2012-04-11T14:00:00+0200,6524,2148
2012-04-11T13:00:00Z,2012-04-11T15:00:00+0200,5758,2169
2012-04-11T14:00:00Z,2012-04-11T16:00:00+0200,4624,2376
2012-04-11T15:00:00Z,2012-04-11T17:00:00+0200,3252,2029
2012-04-11T16:00:00Z,2012-04-11T18:00:00+0200,1844,1472
2012-04-11T17:00:00Z,2012-04-11T19:00:00+0200,542,1138
2012-04-11T18:00:00Z,2012-04-11T20:00:00+0200,22,902
2012-04-11T19:00:00Z,2012-04-11T21:00:00+0200,0,682
2012-04-11T20:00:00Z,2012-04-11T22:00:00+0200,0,624
2012-04-11T21:00:00Z,2012-04-11T23:00:00+0200,0,703
2012-04-11T22:00:00Z,2012-04-12T00:00:00+0200,0,765
2012-04-11T23:00:00Z,2012-04-12T01:00:00+0200,0,799
2012-04-12T00:00:00Z,2012-04-12T02:00:00+0200,0,839
2012-04-12T01:00:00Z,2012-04-12T03:00:00+0200,0,768
2012-04-12T02:00:00Z,2012-04-12T04:00:00+0200,0,713
2012-04-12T03:00:00Z,2012-04-12T05:00:00+0200,0,784
2012-04-12T04:00:00Z,2012-04-12T06:00:00+0200,42,711
2012-04-12T05:00:00Z,2012-04-12T07:00:00+0200,909,642
2012-04-12T06:00:00Z,2012-04-12T08:00:00+0200,3385,475
2012-04-12T07:00:00Z,2012-04-12T09:00:00+0200,6394,308
2012-04-12T08:00:00Z,2012-04-12T10:00:00+0200,9438,223
2012-04-12T09:00:00Z,2012-04-12T11:00:00+0200,10784,219
2012-04-12T10:00:00Z,2012-04-12T12:00:00+0200,10936,341
2012-04-12T11:00:00Z,2012-04-12T13:00:00+0200,10674,703
2012-04-12T12:00:00Z,2012-04-12T14:00:00+0200,10262,1171
2012-04-12T13:00:00Z,2012-04-12T15:00:00+0200,8806,1106
2012-04-12T14:00:00Z,2012-04-12T16:00:00+0200,7031,1526
2012-04-12T15:00:00Z,2012-04-12T17:00:00+0200,4684,1474
2012-04-12T16:00:00Z,2012-04-12T18:00:00+0200,2366,1339
2012-04-12T17:00:00Z,2012-04-12T19:00:00+0200,584,1428
2012-04-12T18:00:00Z,2012-04-12T20:00:00+0200,24,978
2012-04-12T19:00:00Z,2012-04-12T21:00:00+0200,0,864
2012-04-12T20:00:00Z,2012-04-12T22:00:00+0200,0,818
2012-04-12T21:00:00Z,2012-04-12T23:00:00+0200,0,944
2012-04-12T22:00:00Z,2012-04-13T00:00:00+0200,0,1116
2012-04-12T23:00:00Z,2012-04-13T01:00:00+0200,0,1188
2012-04-13T00:00:00Z,2012-04-13T02:00:00+0200,0,1164
2012-04-13T01:00:00Z,2012-04-13T03:00:00+0200,0,1258
2012-04-13T02:00:00Z,2012-04-13T04:00:00+0200,0,1190
2012-04-13T03:00:00Z,2012-04-13T05:00:00+0200,0,1398
2012-04-13T04:00:00Z,2012-04-13T06:00:00+0200,42,1489
2012-04-13T05:00:00Z,2012-04-13T07:00:00+0200,855,1280
2012-04-13T06:00:00Z,2012-04-13T08:00:00+0200,3012,1200
2012-04-13T07:00:00Z,2012-04-13T09:00:00+0200,5776,1196
2012-04-13T08:00:00Z,2012-04-13T10:00:00+0200,8600,1227
2012-04-13T09:00:00Z,2012-04-13T11:00:00+0200,10584,1305
2012-04-13T10:00:00Z,2012-04-13T12:00:00+0200,10780,1411
2012-04-13T11:00:00Z,2012-04-13T13:00:00+0200,10811,1403
2012-04-13T12:00:00Z,2012-04-13T14:00:00+0200,10626,1542
2012-04-13T13:00:00Z,2012-04-13T15:00:00+0200,9739,1493
2012-04-13T14:00:00Z,2012-04-13T16:00:00+0200,7782,1633
2012-04-13T15:00:00Z,2012-04-13T17:00:00+0200,5381,1402
2012-04-13T16:00:00Z,2012-04-13T18:00:00+0200,2746,954
2012-04-13T17:00:00Z,2012-04-13T19:00:00+0200,703,590
2012-04-13T18:00:00Z,2012-04-13T20:00:00+0200,22,567
2012-04-13T19:00:00Z,2012-04-13T21:00:00+0200,0,553
2012-04-13T20:00:00Z,2012-04-13T22:00:00+0200,0,574
2012-04-13T21:00:00Z,2012-04-13T23:00:00+0200,0,568
2012-04-13T22:00:00Z,2012-04-14T00:00:00+0200,0,566
2012-04-13T23:00:00Z,2012-04-14T01:00:00+0200,0,571
2012-04-14T00:00:00Z,2012-04-14T02:00:00+0200,0,588
2012-04-14T01:00:00Z,2012-04-14T03:00:00+0200,0,568
2012-04-14T02:00:00Z,2012-04-14T04:00:00+0200,0,581
2012-04-14T03:00:00Z,2012-04-14T05:00:00+0200,0,548
2012-04-14T04:00:00Z,2012-04-14T06:00:00+0200,73,494
2012-04-14T05:00:00Z,2012-04-14T07:00:00+0200,1254,480
2012-04-14T06:00:00Z,2012-04-14T08:00:00+0200,4053,430
2012-04-14T07:00:00Z,2012-04-14T09:00:00+0200,7392,326
2012-04-14T08:00:00Z,2012-04-14T10:00:00+0200,10527,452
2012-04-14T09:00:00Z,2012-04-14T11:00:00+0200,12141,659
2012-04-14T10:00:00Z,2012-04-14T12:00:00+0200,11736,720
2012-04-14T11:00:00Z,2012-04-14T13:00:00+0200,10926,774
2012-04-14T12:00:00Z,2012-04-14T14:00:00+0200,9438,846
2012-04-14T13:00:00Z,2012-04-14T15:00:00+0200,7800,1054
2012-04-14T14:00:00Z,2012-04-14T16:00:00+0200,6097,1210
2012-04-14T15:00:00Z,2012-04-14T17:00:00+0200,4037,1527
2012-04-14T16:00:00Z,2012-04-14T18:00:00+0200,2023,1680
2012-04-14T17:00:00Z,2012-04-14T19:00:00+0200,528,1796
2012-04-14T18:00:00Z,2012-04-14T20:00:00+0200,17,2576
2012-04-14T19:00:00Z,2012-04-14T21:00:00+0200,0,3310
2012-04-14T20:00:00Z,2012-04-14T22:00:00+0200,0,3696
2012-04-14T21:00:00Z,2012-04-14T23:00:00+0200,0,3932
2012-04-14T22:00:00Z,2012-04-15T00:00:00+0200,0,4038
2012-04-14T23:00:00Z,2012-04-15T01:00:00+0200,0,3794
2012-04-15T00:00:00Z,2012-04-15T02:00:00+0200,0,3449
2012-04-15T01:00:00Z,2012-04-15T03:00:00+0200,0,3207
2012-04-15T02:00:00Z,2012-04-15T04:00:00+0200,0,3132
2012-04-15T03:00:00Z,2012-04-15T05:00:00+0200,0,3065
2012-04-15T04:00:00Z,2012-04-15T06:00:00+0200,66,3218
2012-04-15T05:00:00Z,2012-04-15T07:00:00+0200,871,3315
2012-04-15T06:00:00Z,2012-04-15T08:00:00+0200,2657,3196
2012-04-15T07:00:00Z,2012-04-15T09:00:00+0200,4480,3156
2012-04-15T08:00:00Z,2012-04-15T10:00:00+0200,6269,3864
2012-04-15T09:00:00Z,2012-04-15T11:00:00+0200,7305,4747
2012-04-15T10:00:00Z,2012-04-15T12:00:00+0200,7600,5721
2012-04-15T11:00:00Z,2012-04-15T13:00:00+0200,7203,6416
2012-04-15T12:00:00Z,2012-04-15T14:00:00+0200,5900,7286
2012-04-15T13:00:00Z,2012-04-15T15:00:00+0200,4726,7952
2012-04-15T14:00:00Z,2012-04-15T16:00:00+0200,3677,9046
2012-04-15T15:00:00Z,2012-04-15T17:00:00+0200,2445,9864
2012-04-15T16:00:00Z,2012-04-15T18:00:00+0200,1234,9976
2012-04-15T17:00:00Z,2012-04-15T19:00:00+0200,340,9882
2012-04-15T18:00:00Z,2012-04-15T20:00:00+0200,16,8963
2012-04-15T19:00:00Z,2012-04-15T21:00:00+0200,0,8576
2012-04-15T20:00:00Z,2012-04-15T22:00:00+0200,0,8515
2012-04-15T21:00:00Z,2012-04-15T23:00:00+0200,0,7685
2012-04-15T22:00:00Z,2012-04-16T00:00:00+0200,0,7672
2012-04-15T23:00:00Z,2012-04-16T01:00:00+0200,0,7400
2012-04-16T00:00:00Z,2012-04-16T02:00:00+0200,0,7234
2012-04-16T01:00:00Z,2012-04-16T03:00:00+0200,0,7055
2012-04-16T02:00:00Z,2012-04-16T04:00:00+0200,0,7218
2012-04-16T03:00:00Z,2012-04-16T05:00:00+0200,0,7028
2012-04-16T04:00:00Z,2012-04-16T06:00:00+0200,60,6922
2012-04-16T05:00:00Z,2012-04-16T07:00:00+0200,772,6409
2012-04-16T06:00:00Z,2012-04-16T08:00:00+0200,2584,6373
2012-04-16T07:00:00Z,2012-04-16T09:00:00+0200,4861,7520
2012-04-16T08:00:00Z,2012-04-16T10:00:00+0200,6587,8180
2012-04-16T09:00:00Z,2012-04-16T11:00:00+0200,7936,8618
2012-04-16T10:00:00Z,2012-04-16T12:00:00+0200,8582,8794
2012-04-16T11:00:00Z,2012-04-16T13:00:00+0200,8855,8898
2012-04-16T12:00:00Z,2012-04-16T14:00:00+0200,8786,9028
2012-04-16T13:00:00Z,2012-04-16T15:00:00+0200,7702,8439
2012-04-16T14:00:00Z,2012-04-16T16:00:00+0200,6453,8794
